"device.name","device.entity","device.hardware.model","device.hardware.type","device.operating_system.name"
"device-6dcddef9ad9141539943d249d0c6d0d2","","Lenovo Pro Max","laptop","Windows 11"
"device-97dbe99d4ade4e689091003bab3e3ed4","","Lenovo Pro Max","laptop","Windows 11"
"device-08ae3c28fb7f4c7e84d3742fdcfd3d31","","Lenovo Pro Max","laptop","Windows 11"
"device-6cb571bca8354a16a7f40b74398c7976","","Lenovo Pro Max","laptop","Windows 11"
"device-96d93ff6ab2b4ed487d8008c9b8e250e","","Lenovo Pro Max","laptop","Windows 11"
"device-36a340826bb843388c71c14c0086b5a3","","Lenovo Pro Max","laptop","Windows 11"
"device-bebd99a097f945ff8a710eb67eed9cbc","","Lenovo Pro Max","laptop","Windows 11"
"device-9bdd48fb8aae460794355b3d71624114","","Lenovo Pro Max","laptop","Windows 11"
"device-c9a75f965a1741c0971d1b4f34910ede","","Lenovo Pro Max","laptop","Windows 11"
"device-28d2826abc364c5ab5c45d23e797a5f3","","Lenovo Pro Max","laptop","Windows 11"
"device-e8d6fc51299849dcab52d79b996830ee","","Lenovo Pro Max","laptop","Windows 11"
"device-ef2663c160684459af8e6c8820f60c61","","Lenovo Pro Max","laptop","Windows 11"
"device-5969e7dd0484420c816309c87ee1508b","","Lenovo Pro Max","laptop","Windows 11"
"device-2585f5f3c5c046c996f7cb046e5d065b","","Lenovo Pro Max","laptop","Windows 11"
"device-64d0534a6b2f4064b2290958eb75dfaf","","Lenovo Pro Max","laptop","Windows 11"
"device-b3533f74864c4566b186f25575fc1d6a","","Lenovo Pro Max","laptop","Windows 11"
"device-a5e9795aefde458984a77eaec2275862","","Lenovo Pro Max","laptop","Windows 11"
"device-09865fc93dec4ec0b0c882993d61d516","","Lenovo Pro Max","laptop","Windows 11"
"device-afb5ad1027094d8296e1393aa65968ee","","Lenovo Pro Max","laptop","Windows 11"
"device-eee20fa913784f5fbadcbe14ed1b0248","","Lenovo Pro Max","laptop","Windows 11"
"device-267b5da360af4cbcb726ad2bb3c65a1c","","Lenovo Pro Max","laptop","Windows 11"
"device-41eff53e259243ba9c3930a57c5a109a","","Lenovo Pro Max","laptop","Windows 11"
"device-3dc0815ad92d4cff9795c1a7c49a6780","","Lenovo Pro Max","laptop","Windows 11"
"device-4b49a4f201434cb7af6db41af03f2068","","Lenovo Pro Max","laptop","Windows 11"
"device-0cd1c4b4818a4b4a8bc4a8ad53850039","","Lenovo Pro Max","laptop","Windows 11"
"device-83753d3f87c04685b02cf792cbaedf11","","Lenovo Pro Max","laptop","Windows 11"
"device-b446285e34e04aedb8e2c002e2e16f07","","Lenovo Pro Max","laptop","Windows 11"
"device-4f3185b814de45d3a29e1b9d2a8b4ef3","","Lenovo Pro Max","laptop","Windows 11"
"device-b75558a4a722471388d24daea73c0af1","","Lenovo Pro Max","laptop","Windows 11"
"device-b4d773588040415a8f97dafb22f458a7","","Lenovo Pro Max","laptop","Windows 11"
"device-602a980eef3645fca302c7070f808e75","","Lenovo Pro Max","laptop","Windows 11"
"device-9b52c4a8fee94f16b189bb14dbd93045","","Lenovo Pro Max","laptop","Windows 11"
"device-7cbda455c7f641f889b0879f9e5ef894","","Lenovo Pro Max","laptop","Windows 11"
"device-ba7ace6632644899881a09aa92e93ba5","","Lenovo Pro Max","laptop","Windows 11"
"device-b13736b7ebe94d7c88daf7376d73d8b4","","Lenovo Pro Max","laptop","Windows 11"
"device-a403160d543b465990e20b447631a144","","Lenovo Pro Max","laptop","Windows 11"
"device-248bec6f99414a53a6e7c42448d050d3","","Lenovo Pro Max","laptop","Windows 11"
"device-13c308aca35244dc867a40a6960299ee","","Lenovo Pro Max","laptop","Windows 11"
"device-cc274d2ab5f8401ea9af6b4cb72fb077","","Lenovo Pro Max","laptop","Windows 11"
"device-8d42da3ec2ac43a0bf045a6ebdb6f592","","Lenovo Pro Max","laptop","Windows 11"
"device-00753c42a68545168c7d25337bb479d8","","Lenovo Pro Max","laptop","Windows 11"
"device-e04f4657e8384919a535488a431f5095","","Lenovo Pro Max","laptop","Windows 11"
"device-469d8ce2371e43e4ba05352f50abbc36","","Lenovo Pro Max","laptop","Windows 11"
"device-b2205f206093409fb7fd13c2628b5a5e","","Lenovo Pro Max","laptop","Windows 11"
"device-adcc533b27cf4a099571ce1532f8cabf","","Lenovo Pro Max","laptop","Windows 11"
"device-0c9d64a5530a4da19339adc4599c321c","","Lenovo Pro Max","laptop","Windows 11"
"device-7565fe4f44ee4c5a88557e8f7d74973b","","Lenovo Pro Max","laptop","Windows 11"
"device-1e64f631bd9945c79268175827d33c67","","Lenovo Pro Max","laptop","Windows 11"
"device-be181c2ce4cf41a4af66b48cb2dcc6d1","","Lenovo Pro Max","laptop","Windows 11"
"device-cd4914cef5274877aed2431e4adc9880","","Lenovo Pro Max","laptop","Windows 11"
"device-0fef06e22fe34766bc31a1f842ced64b","","Lenovo Pro Max","laptop","Windows 11"
"device-d071371b375f48df91c8c457abc6def4","","Lenovo Pro Max","laptop","Windows 11"
"device-cfb1c5a8d7fd49128540bd6a129c1a72","","Lenovo Pro Max","laptop","Windows 11"
"device-c55a4b4219694bffbe68c64679e6eb71","","Lenovo Pro Max","laptop","Windows 11"
"device-04d015b484c64d09bfc1eab1fa53acee","","Lenovo Pro Max","laptop","Windows 11"
"device-24487ed551834f339ddd12847341fe87","","Lenovo Pro Max","laptop","Windows 11"
"device-5b481684937b45e5bb58464853cfe479","","Lenovo Pro Max","laptop","Windows 11"
"device-2b3ba97526d44f2a888e13b799f45a50","","Lenovo Pro Max","laptop","Windows 11"
"device-bffba649e6e643a5a603e961029c78ba","","Lenovo Pro Max","laptop","Windows 11"
"device-33e3bea969cb4032b08b98456073822c","","Lenovo Pro Max","laptop","Windows 11"
"device-42b4ab3453f546dba3045e1926f36560","","Lenovo Pro Max","laptop","Windows 11"
"device-b4158360c5624b00a052ed49b06fd74f","","Lenovo Pro Max","laptop","Windows 11"
"device-83c8850fba574307ba97e199908417ab","","Lenovo Pro Max","laptop","Windows 11"
"device-21b6d074d98b416b8ae1d4328585dad0","","Lenovo Pro Max","laptop","Windows 11"
"device-802e0401957b4c95b56758039b3e74f6","","Lenovo Pro Max","laptop","Windows 11"
"device-fd10ed5a9a864abb955ba08ed0ea0919","","Lenovo Pro Max","laptop","Windows 11"
"device-95c24da7506b473dbb7b7e1b32e42c4a","","Lenovo Pro Max","laptop","Windows 11"
"device-d80d6f6d20504a2c8529050bf9d3a42d","","Lenovo Pro Max","laptop","Windows 11"
"device-ab0293bfa06c42f1ad69ae93bba031d8","","Lenovo Pro Max","laptop","Windows 11"
"device-8504298f755a4aa796f2e1a65344409d","","Lenovo Pro Max","laptop","Windows 11"
"device-ac6d46f81af84130a245ca6e9f27786e","","Lenovo Pro Max","laptop","Windows 11"
"device-115351a6c9b54c8d9bb66b16c28dbf0d","","Lenovo Pro Max","laptop","Windows 11"
"device-e02d7ba40af740928ae604e8a272c0a4","","Lenovo Pro Max","laptop","Windows 11"
"device-0ffb4fb8f4004e1dbf52968fcb7b87d4","","Lenovo Pro Max","laptop","Windows 11"
"device-be17a2fd44cd4480b957adb680e7cda1","","Lenovo Pro Max","laptop","Windows 11"
"device-d081daea91fd44e8b0faffc6c24d0a9c","","Lenovo Pro Max","laptop","Windows 11"
"device-6d8a01debd3a4a2c85cca1e51a2501e1","","Lenovo Pro Max","laptop","Windows 11"
"device-f72c8035414642289f45b13d5822307e","","Lenovo Pro Max","laptop","Windows 11"
"device-d430d2d5fde54623bb2f28237d2e800d","","Lenovo Pro Max","laptop","Windows 11"
"device-0d528e3216244913bed2437fb9809806","","Lenovo Pro Max","laptop","Windows 11"
"device-9f57f5b05e71416bbec41e0ef3f81210","","Lenovo Pro Max","laptop","Windows 11"
"device-d15f887d263e4c5b814b35c99970ad32","","Lenovo Pro Max","laptop","Windows 11"
"device-e5f5576c45ab46318b3a6a134d709099","","Lenovo Pro Max","laptop","Windows 11"
"device-b28ec46912d5481380db037ff9f8af82","","Lenovo Pro Max","laptop","Windows 11"
"device-1bfb775874f64dd988843b01ad0faf68","","Lenovo Pro Max","laptop","Windows 11"
"device-d7a5b47b375e4f449a36204c6d649ae9","","Lenovo Pro Max","laptop","Windows 11"
"device-7b5a77ddf5d54c6ab9b5457fb680df41","","Lenovo Pro Max","laptop","Windows 11"
"device-c5a8fa79f3ae48a196d91f76f2491988","","Lenovo Pro Max","laptop","Windows 11"
"device-437d02c474ed46e2ba2481b2222c854f","","Lenovo Pro Max","laptop","Windows 11"
"device-5576a8bf2320417a99ad9f774b6dcce0","","Lenovo Pro Max","laptop","Windows 11"
"device-fcf063e2338643f99f99fa022e436be2","","Lenovo Pro Max","laptop","Windows 11"
"device-10f049f3ec084844819151a946ba8170","","Lenovo Pro Max","laptop","Windows 11"
"device-6fd1b9c6ce574bc89718228e44f9e768","","Lenovo Pro Max","laptop","Windows 11"
"device-b0b164fab57d4ace97695909e2cf8388","","Lenovo Pro Max","laptop","Windows 11"
"device-34f48bb409074cd896bd3a8a9e3e513d","","Lenovo Pro Max","laptop","Windows 11"
"device-f129b5d10ddb42c2ae12ca744b76ab07","","Lenovo Pro Max","laptop","Windows 11"
"device-9ab363ca1de74d3d85d669fc1c10839e","","Lenovo Pro Max","laptop","Windows 11"
"device-f9d18e8bae074d7981ac30286622c33c","","Lenovo Pro Max","laptop","Windows 11"
"device-c78497f0dfba4a9d814654a9eae62194","","Lenovo Pro Max","laptop","Windows 11"
"device-afa1647d5a974ca7b3d8f5257c5c3860","","Lenovo Pro Max","laptop","Windows 11"
"device-82be0e3372bc4ce697bcc70500293a22","","Lenovo Pro Max","laptop","Windows 11"
"device-7111321758ad4c129ce1bfc5bf3daf42","","Lenovo Pro Max","laptop","Windows 11"
"device-0886e2c045dc41d29a2f20536c537560","","Lenovo Pro Max","laptop","Windows 11"
"device-0a52e051d3cc4b30bd2c757180107809","","Lenovo Pro Max","laptop","Windows 11"
"device-e99b933a9ea6426dad517ab7d871cdd5","","Lenovo Pro Max","laptop","Windows 11"
"device-4f251533a0ec467f9974b776f1e39f20","","Lenovo Pro Max","laptop","Windows 11"
"device-0af8473c2d25451f81e036f33b79bcac","","Lenovo Pro Max","laptop","Windows 11"
"device-1a2e2935ced54bbe9b4a1e65d73635cd","","Lenovo Pro Max","laptop","Windows 11"
"device-6e95bb235be54700a013607ac9b5cc96","","Lenovo Pro Max","laptop","Windows 11"
"device-e645a860462746f09f1cd9db74b22729","","Lenovo Pro Max","laptop","Windows 11"
"device-3ea63172cdd24b5b9df7d75afb03cb2f","","Lenovo Pro Max","laptop","Windows 11"
"device-1e6aa3608f364741bf1046dc073b10f4","","Lenovo Pro Max","laptop","Windows 11"
"device-339bd0d48d1041e78c8816cb81c52af5","","Lenovo Pro Max","laptop","Windows 11"
"device-e765fa49d102476d929973fd957e4442","","Lenovo Pro Max","laptop","Windows 11"
"device-3f62e66ffb56451381135f3b274d2537","","Lenovo Pro Max","laptop","Windows 11"
"device-f56946cbf684459aa897d6f3453e8c52","","Lenovo Pro Max","laptop","Windows 11"
"device-7af3366bb8294fb88b787ec45a86d2a6","","Lenovo Pro Max","laptop","Windows 11"
"device-61fcd10118064ba5b2a28cd62ab50da9","","Lenovo Pro Max","laptop","Windows 11"
"device-1e6d6e5950fc43cba2e457a3dd9ee78f","","Lenovo Pro Max","laptop","Windows 11"
"device-ccae8c11d38c4229a14820dae4c2d6ed","","Lenovo Pro Max","laptop","Windows 11"
"device-29e90376c02945cc939a268e66d1ddbc","","Lenovo Pro Max","laptop","Windows 11"
"device-be91054f505c44b79edfeaaf41312015","","Lenovo Pro Max","laptop","Windows 11"
"device-46f9d137999f4361b894044d923a1acf","","Lenovo Pro Max","laptop","Windows 11"
"device-2db918bfa9604d68bb8daf8c6c3507aa","","Lenovo Pro Max","laptop","Windows 11"
"device-b2d72af943f7448f8c8c1ca247dc8816","","Lenovo Pro Max","laptop","Windows 11"
"device-396b6609fd3d4339a43d71a7bbbc8798","","Lenovo Pro Max","laptop","Windows 11"
"device-27230ef728244472a24991ac1d76e017","","Lenovo Pro Max","laptop","Windows 11"
"device-2f62766f464c45c4b5a2b5121c6634e3","","Lenovo Pro Max","laptop","Windows 11"
"device-028a4a1b873d4e5dbd61969607990af2","","Lenovo Pro Max","laptop","Windows 11"
"device-f826f667a84f4f2aae57d583f7818508","","Lenovo Pro Max","laptop","Windows 11"
"device-fa4deee0a95842dc8311ecd6e46cbfed","","Lenovo Pro Max","laptop","Windows 11"
"device-eef503b4e70c4ab89c94db5da2216df3","","Lenovo Pro Max","laptop","Windows 11"
"device-ad9a309a6ad445aca32210061dfe2e6f","","Lenovo Pro Max","laptop","Windows 11"
"device-14e1a164db41433183abd52fa3c501f6","","Lenovo Pro Max","laptop","Windows 11"
"device-eafe551368bf4c8081149f313b99f703","","Lenovo Pro Max","laptop","Windows 11"
"device-ad5671a604d248a8a0be0baa64be587b","","Lenovo Pro Max","laptop","Windows 11"
"device-6c1ec06b9be34312909a14b94f68f72a","","Lenovo Pro Max","laptop","Windows 11"
"device-362880dff6074c939f36fe501495dbb6","","Lenovo Pro Max","laptop","Windows 11"
"device-54ecd02db0784172b42eb004dffcba97","","Lenovo Pro Max","laptop","Windows 11"
"device-bd590c8aa7a341cdbca2fa424b95bda1","","Lenovo Pro Max","laptop","Windows 11"
"device-270dab7b77e746da90dfb0e9ff7b400b","","Lenovo Pro Max","laptop","Windows 11"
"device-f6d06503845b49c39e92f8d08774c09c","","Lenovo Pro Max","laptop","Windows 11"
"device-805184cd49a04c04b29b9c0fcf6b0bea","","Lenovo Pro Max","laptop","Windows 11"
"device-a2f9675dab164b58bb4720c3a6e80f0a","","Lenovo Pro Max","laptop","Windows 11"
"device-91f59ace5dda4b0590f728874f6166b1","","Lenovo Pro Max","laptop","Windows 11"
"device-b613da48beb34a6eb459d77308a0d3f1","","Lenovo Pro Max","laptop","Windows 11"
"device-aa525ddea479487a8f2fb9f0c6e26d13","","Lenovo Pro Max","laptop","Windows 11"
"device-2cd7140622ff4315b0f71ec830b3eff2","","Lenovo Pro Max","laptop","Windows 11"
"device-6ebac4bcfcbe46f5bca4fdc4dd51e2f4","","Lenovo Pro Max","laptop","Windows 11"
"device-874ee89fd880411fb46efea613008b7b","","Lenovo Pro Max","laptop","Windows 11"
"device-98b7463deace453e95bfe2ce56a41f6d","","Lenovo Pro Max","laptop","Windows 11"
"device-d70b88e7bb9847dd814d2cd13b3718a1","","Lenovo Pro Max","laptop","Windows 11"
"device-edf770189ff3421f88a215e266b6bc83","","Lenovo Pro Max","laptop","Windows 11"
"device-c88f268288de4dac8981a102050849a1","","Lenovo Pro Max","laptop","Windows 11"
"device-b92511257e254153bc5a821c5f9132be","","Lenovo Pro Max","laptop","Windows 11"
"device-9c94ca1f6061404c9d18d7eb47ec43ab","","Lenovo Pro Max","laptop","Windows 11"
"device-0ccd2000c61749528d520408ac0e033a","","Lenovo Pro Max","laptop","Windows 11"
"device-aef8f1b07a46419c9c33b572b42a735b","","Lenovo Pro Max","laptop","Windows 11"
"device-499f5e97200d4a0298cc6c72e47d8ba1","","Lenovo Pro Max","laptop","Windows 11"
"device-89176ab11f3e4250afbeafdc2ee0d2ee","","Lenovo Pro Max","laptop","Windows 11"
"device-f7171371a9404b41ad8a2a3418613f7e","","Lenovo Pro Max","laptop","Windows 11"
"device-a2288ed9b8d84bb9bcb04295deb4e020","","Lenovo Pro Max","laptop","Windows 11"
"device-677254b6273843aaa2ae94d4a0de9084","","Lenovo Pro Max","laptop","Windows 11"
"device-c33f9442b5d147fbbf896383ecce776f","","Lenovo Pro Max","laptop","Windows 11"
"device-3dd5f0ef8f0648f88c20f8936a0f3734","","Lenovo Pro Max","laptop","Windows 11"
"device-cdd9645da9c5458fb320410eb2173300","","Lenovo Pro Max","laptop","Windows 11"
"device-b0534e84af4949b598d04815893c0c0d","","Lenovo Pro Max","laptop","Windows 11"
"device-0eed680509cb43aea8c84d1d518208b6","","Lenovo Pro Max","laptop","Windows 11"
"device-986c94cd820342dd83f1c3a1d5b2767c","","Lenovo Pro Max","laptop","Windows 11"
"device-5b6e3378dc9444eabd9c9faf42ea3bf0","","Lenovo Pro Max","laptop","Windows 11"
"device-452f70dca7a04f45be649d8ff7d89d51","","Lenovo Pro Max","laptop","Windows 11"
"device-216689012d994c878961c18bc3098015","","Lenovo Pro Max","laptop","Windows 11"
"device-7819a99256504de1b9637bac4414b88c","","Lenovo Pro Max","laptop","Windows 11"
"device-fa4d8e2fd8674ce9a827b2a969060f32","","Lenovo Pro Max","laptop","Windows 11"
"device-171b4e106e8d40849aa75e8e01142f26","","Lenovo Pro Max","laptop","Windows 11"
"device-bb25cfbdb54f4d249c9d2a6a7800e867","","Lenovo Pro Max","laptop","Windows 11"
"device-5be210dc582d42528af1d19e0f0fc9d6","","Lenovo Pro Max","laptop","Windows 11"
"device-caaf14042d3441f4b20ca1b91d7f438d","","Lenovo Pro Max","laptop","Windows 11"
"device-56800f13e46f4260901f87d28a6ee9ed","","Lenovo Pro Max","laptop","Windows 11"
"device-5222e8a7ab87411e80909b77a4061f7f","","Lenovo Pro Max","laptop","Windows 11"
"device-c99bd092871e4fa6a9b0671175e16a52","","Lenovo Pro Max","laptop","Windows 11"
"device-08918940961b4e86a4703fa4a5feca60","","Lenovo Pro Max","laptop","Windows 11"
"device-5ed6ed70c932435fbfcfb8d2a675c360","","Lenovo Pro Max","laptop","Windows 11"
"device-d09483f5daf44bf6bfe6a399925c9fdb","","Lenovo Pro Max","laptop","Windows 11"
"device-90d3823acd6547138361ccad4bc2bbca","","Lenovo Pro Max","laptop","Windows 11"
"device-368163b1a409471ba3b09cf822d59fef","","Lenovo Pro Max","laptop","Windows 11"
"device-3cbb766defb240029e456c12651d37d2","","Lenovo Pro Max","laptop","Windows 11"
"device-89e261dd1aa44d42a705d84b83f26f68","","Lenovo Pro Max","laptop","Windows 11"
"device-8246ab4b820845419552c19ccdb74a28","","Lenovo Pro Max","laptop","Windows 11"
"device-e24b067d9a304bf892b7c78569ec9252","","Lenovo Pro Max","laptop","Windows 11"
"device-5a3eb01b68bc4133bb09782f9ef4a92f","","Lenovo Pro Max","laptop","Windows 11"
"device-84f1cc16d6834899b9baf321413a5916","","Lenovo Pro Max","laptop","Windows 11"
"device-b0512137affd427abc6081cb2f850d4b","","Lenovo Pro Max","laptop","Windows 11"
"device-08d1cb4eab5048c2bc540b7dbed7616c","","Lenovo Pro Max","laptop","Windows 11"
"device-b92179e315ab4e759e27bde57dd604a7","","Lenovo Pro Max","laptop","Windows 11"
"device-dd08b15f0c064efa90f5129a20606a0f","","Lenovo Pro Max","laptop","Windows 11"
"device-d5be1e9624a24dd6bb106db48b2f5332","","Lenovo Pro Max","laptop","Windows 11"
"device-c4c23c7ab3a341a4bc5f116d7fe11d29","","Lenovo Pro Max","laptop","Windows 11"
"device-bf05d028b20e468fb26877720a26b7e6","","Lenovo Pro Max","laptop","Windows 11"
"device-faabd83422514072859fb10966be2172","","Lenovo Pro Max","laptop","Windows 11"
"device-8ab331ef55b94629a43d0e27800c6921","","Lenovo Pro Max","laptop","Windows 11"
"device-6079d9e52d63452199f6d50ccb0a59fc","","Lenovo Pro Max","laptop","Windows 11"
"device-f2a1fbd633ab464da012a52ee9821c3f","","Lenovo Pro Max","laptop","Windows 11"
"device-0b1ce600311349a9ae5a90b38c9376fa","","Lenovo Pro Max","laptop","Windows 11"
"device-a71af6eedf31478bbb59615903e9f430","","Lenovo Pro Max","laptop","Windows 11"
"device-6cf8d4fa1ba64646abf04608719ad1e5","","Lenovo Pro Max","laptop","Windows 11"
"device-8943f6041c8444f192901083010f99a4","","Lenovo Pro Max","laptop","Windows 11"
"device-eaa18e34338b47938c35ea3f84f43bcc","","Lenovo Pro Max","laptop","Windows 11"
"device-a83f4b6651c44bb19ac4d40f7c9d3d03","","Lenovo Pro Max","laptop","Windows 11"
"device-374db30f68bf4bf8ae095d3c4bc5e77a","","Lenovo Pro Max","laptop","Windows 11"
"device-f4f09b8430654f549352d92eb6163e86","","Lenovo Pro Max","laptop","Windows 11"
"device-d8e8bad369354903ac8e9c67d87ed0e8","","Lenovo Pro Max","laptop","Windows 11"
"device-3d5cb19786d14e248202ef4af14b9afb","","Lenovo Pro Max","laptop","Windows 11"
"device-38fbef1f8dca47968d32d3db62420696","","Lenovo Pro Max","laptop","Windows 11"
"device-0e0327f888c44aea830e70979914ba59","","Lenovo Pro Max","laptop","Windows 11"
"device-f8d28a8c525540469fad505247ed7cef","","Lenovo Pro Max","laptop","Windows 11"
"device-6749167862034eb59b6ad578eff74ebe","","Lenovo Pro Max","laptop","Windows 11"
"device-1103b4e7a6e3482bb358c194074a8855","","Lenovo Pro Max","laptop","Windows 11"
"device-688435c80ca446998545e0c4a7edfbf7","","Lenovo Pro Max","laptop","Windows 11"
"device-f0c90f4ced0b457da2691861942d59e9","","Lenovo Pro Max","laptop","Windows 11"
"device-ac67ff9410d641f5ab0d94848eb482c0","","Lenovo Pro Max","laptop","Windows 11"
"device-d747f89926524b4593c91477de84c4ec","","Lenovo Pro Max","laptop","Windows 11"
"device-0be41e26783247bfbe2ced673323b379","","Lenovo Pro Max","laptop","Windows 11"
"device-adce48da5b8543db87428f7696842f6b","","Lenovo Pro Max","laptop","Windows 11"
"device-6195d7219906454ab272cd8f995006a9","","Lenovo Pro Max","laptop","Windows 11"
"device-5f8c59f360bf44d3bf62648709218cb7","","Lenovo Pro Max","laptop","Windows 11"
"device-797aa49e136842cd9a855ac8cc858784","","Lenovo Pro Max","laptop","Windows 11"
"device-bccfc643f2fc4dad8c5641de3c75f556","","Lenovo Pro Max","laptop","Windows 11"
"device-00c7e4f6a51f43b1bfc140f18938e3cd","","Lenovo Pro Max","laptop","Windows 11"
"device-2a583ea1d2ab4a39834c1e600fcb466a","","Lenovo Pro Max","laptop","Windows 11"
"device-aa305aa43d2f4bd282fbe81d3b01230e","","Lenovo Pro Max","laptop","Windows 11"
"device-59cd653420f747ebabda04e425fe87e5","","Lenovo Pro Max","laptop","Windows 11"
"device-68bbc7a82f814cd68f402f0e9f09b293","","Lenovo Pro Max","laptop","Windows 11"
"device-f523d49421dc45568700d9250edc0c84","","Lenovo Pro Max","laptop","Windows 11"
"device-b60e780f140d4fd985134d2c2bdd4d7b","","Lenovo Pro Max","laptop","Windows 11"
"device-82bcce82203f44c68e4d995325cff0c9","","Lenovo Pro Max","laptop","Windows 11"
"device-4efa227439c744cd8e5781cb0941dccf","","Lenovo Pro Max","laptop","Windows 11"
"device-b80501212bca4c2f8dcfffa2cb0a5106","","Lenovo Pro Max","laptop","Windows 11"
"device-86845ed7485e44abaed32e409ce9d033","","Lenovo Pro Max","laptop","Windows 11"
"device-c7e168daff294e769e10813b0d2aa8ad","","Lenovo Pro Max","laptop","Windows 11"
"device-d82a63ea367544c48c7c04dbeb45db1e","","Lenovo Pro Max","laptop","Windows 11"
"device-6ca5bfdc612244a0a11f756a418150f2","","Lenovo Pro Max","laptop","Windows 11"
"device-6685c5df347549b7919a25bac7d5fdd8","","Lenovo Pro Max","laptop","Windows 11"
"device-44dc75a599d24d22a0e3c812472870ac","","Lenovo Pro Max","laptop","Windows 11"
"device-d5c36f12e3a14a15953ea428c5bea975","","Lenovo Pro Max","laptop","Windows 11"
"device-d3b8208c5cbd48ce8c04a7c45008224b","","Lenovo Pro Max","laptop","Windows 11"
"device-16111d9dd61c4375955f45d94ccc4bf1","","Lenovo Pro Max","laptop","Windows 11"
"device-21f68fecd1494012a4749d50faa35f7a","","Lenovo Pro Max","laptop","Windows 11"
"device-1bf7367b47a14ed49a284266192cd7e0","","Lenovo Pro Max","laptop","Windows 11"
"device-c76edfbb6f26420dac81cd609ac2f79c","","Lenovo Pro Max","laptop","Windows 11"
"device-5bb20496e4a5407c98195da964988ec0","","Lenovo Pro Max","laptop","Windows 11"
"device-61d3e0378647446c96531ba72309bb7e","","Lenovo Pro Max","laptop","Windows 11"
"device-7fd7d216f4204f9582b3b7d80f06f8c4","","Lenovo Pro Max","laptop","Windows 11"
"device-7ea60ba39655433dbb45c0d6e925292e","","Lenovo Pro Max","laptop","Windows 11"
"device-d462e63507bf4b28be5af8497852b64a","","Lenovo Pro Max","laptop","Windows 11"
"device-948f8ea7b8584dc8b4805ae8e890220a","","Lenovo Pro Max","laptop","Windows 11"
"device-3951935563a94da380a7fb20270fbe0c","","Lenovo Pro Max","laptop","Windows 11"
"device-006f222ad6ea4b44a27b648003af500a","","Lenovo Pro Max","laptop","Windows 11"
"device-8cf83a33bf564e94961456d0472488e1","","Lenovo Pro Max","laptop","Windows 11"
"device-00b2317ccf0a47fc8546cc38ff9969ae","","Lenovo Pro Max","laptop","Windows 11"
"device-3902ae665a6f453cb06ddf02fe3c22a7","","Lenovo Pro Max","laptop","Windows 11"
"device-2fa4aba985c24b87a1097c9ec4b9a53d","","Lenovo Pro Max","laptop","Windows 11"
"device-96102de99a9f41bc9850f4d527add5a0","","Lenovo Pro Max","laptop","Windows 11"
"device-582bee3fb40d45a0a58bc9197e0433e6","","Lenovo Pro Max","laptop","Windows 11"
"device-b2649bb952e241b0bd257ca23d60581d","","Lenovo Pro Max","laptop","Windows 11"
"device-22cd49f373cc42a98278cf60a6ba3474","","Lenovo Pro Max","laptop","Windows 11"
"device-0857bdf82a03421aa457df8bf3daae71","","Lenovo Pro Max","laptop","Windows 11"
"device-1eac657c62d94b54bebe883df3db7430","","Lenovo Pro Max","laptop","Windows 11"
"device-489a10923b9d4fc896154b16e13ea9b8","","Lenovo Pro Max","laptop","Windows 11"
"device-fd110cea3a65422ebc8401420b120cf4","","Lenovo Pro Max","laptop","Windows 11"
"device-db9a3539a8764185bacd70dcc04edaca","","Lenovo Pro Max","laptop","Windows 11"
"device-3cacfe13d4c14bbaa81961f8c12e2754","","Lenovo Pro Max","laptop","Windows 11"
"device-b739090d01b942e4ad4078d020d1c38c","","Lenovo Pro Max","laptop","Windows 11"
"device-764c3a86bf794a4f840d0e9befdeb05e","","Lenovo Pro Max","laptop","Windows 11"
"device-198c6f28baac4e0cb1d5d6979b722d99","","Lenovo Pro Max","laptop","Windows 11"
"device-9df18692168b41489ebfd10e8783f603","","Lenovo Pro Max","laptop","Windows 11"
"device-40bedb37f5224ef5a23551089e1750d6","","Lenovo Pro Max","laptop","Windows 11"
"device-f26abf742c7b474a98ee61c8f830b28e","","Lenovo Pro Max","laptop","Windows 11"
"device-436b0d0c64db4f2c9fc9fc3b243c1048","","Lenovo Pro Max","laptop","Windows 11"
"device-18ed616ac8d34d0fad0f486c10116475","","Lenovo Pro Max","laptop","Windows 11"
"device-98653dd9112948f481d2bf03d0e4c60d","","Lenovo Pro Max","laptop","Windows 11"
"device-c9d28a398ee548979539b01a9604d4dc","","Lenovo Pro Max","laptop","Windows 11"
"device-dddd7c8c406c4706bf2c04c1f8c2baea","","Lenovo Pro Max","laptop","Windows 11"
"device-3cc1912077a646b9a53911257a152938","","Lenovo Pro Max","laptop","Windows 11"
"device-8527dd8c6db14748b4edfb777e4b53b6","","Lenovo Pro Max","laptop","Windows 11"
"device-3d5f3fc909284267bd4d3d6ac178c85c","","Lenovo Pro Max","laptop","Windows 11"
"device-2b26ab445d6542bba7156a7a890a176f","","Lenovo Pro Max","laptop","Windows 11"
"device-3cd5cf934cd34443819b54dd8953de84","","Lenovo Pro Max","laptop","Windows 11"
"device-d67bbebd29d24f4b8c461309a36b0c3d","","Lenovo Pro Max","laptop","Windows 11"
"device-e378f4f8d87f4bc0ac1177e92f292f4e","","Lenovo Pro Max","laptop","Windows 11"
"device-dd3db4405033453ba33972c3589fb1b4","","Lenovo Pro Max","laptop","Windows 11"
